web-scraper-order;categoryLink;bookLink-href;title;price;ratingClass
1760745192-422;Philosophy;https://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html;At The Existentialist Caf�: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others;�29.93;star-rating Five
1760745194-419;Philosophy;https://books.toscrape.com/catalogue/the-nicomachean-ethics_75/index.html;The Nicomachean Ethics;�36.34;star-rating One
1760745194-423;Philosophy;https://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/index.html;Kierkegaard: A Christian Missionary to Christians;�47.13;star-rating One
1760745196-420;Philosophy;https://books.toscrape.com/catalogue/run-spot-run-the-ethics-of-keeping-pets_106/index.html;Run, Spot, Run: The Ethics of Keeping Pets;�20.02;star-rating One
1760745196-424;Philosophy;https://books.toscrape.com/catalogue/proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html;Proofs of God: Classical Arguments from Tertullian to Barth;�54.21;star-rating One
1760745198-421;Philosophy;https://books.toscrape.com/catalogue/critique-of-pure-reason_366/index.html;Critique of Pure Reason;�20.75;star-rating One
1760745198-425;Philosophy;https://books.toscrape.com/catalogue/the-stranger_861/index.html;The Stranger;�17.44;star-rating Four
1760745200-422;Philosophy;https://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html;At The Existentialist Caf�: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others;�29.93;star-rating Five
1760745200-426;Philosophy;https://books.toscrape.com/catalogue/the-death-of-humanity-and-the-case-for-life_932/index.html;The Death of Humanity: and the Case for Life;�58.11;star-rating Four
1760745202-423;Philosophy;https://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/index.html;Kierkegaard: A Christian Missionary to Christians;�47.13;star-rating One
1760745203-427;Philosophy;https://books.toscrape.com/catalogue/sophies-world_966/index.html;Sophie's World;�15.94;star-rating Five
1760745204-424;Philosophy;https://books.toscrape.com/catalogue/proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html;Proofs of God: Classical Arguments from Tertullian to Barth;�54.21;star-rating One
1760745206-425;Philosophy;https://books.toscrape.com/catalogue/the-stranger_861/index.html;The Stranger;�17.44;star-rating Four
1760745207-428;Classics;https://books.toscrape.com/catalogue/alice-in-wonderland-alices-adventures-in-wonderland-1_5/index.html;Alice in Wonderland (Alice's Adventures in Wonderland #1);�55.53;star-rating One
1760745208-426;Philosophy;https://books.toscrape.com/catalogue/the-death-of-humanity-and-the-case-for-life_932/index.html;The Death of Humanity: and the Case for Life;�58.11;star-rating Four
1760745209-429;Classics;https://books.toscrape.com/catalogue/emma_17/index.html;Emma;�32.93;star-rating Two
1760745210-427;Philosophy;https://books.toscrape.com/catalogue/sophies-world_966/index.html;Sophie's World;�15.94;star-rating Five
1760745211-430;Classics;https://books.toscrape.com/catalogue/of-mice-and-men_37/index.html;Of Mice and Men;�47.11;star-rating Two
1760745213-431;Classics;https://books.toscrape.com/catalogue/sense-and-sensibility_49/index.html;Sense and Sensibility;�37.46;star-rating One
1760745214-428;Classics;https://books.toscrape.com/catalogue/alice-in-wonderland-alices-adventures-in-wonderland-1_5/index.html;Alice in Wonderland (Alice's Adventures in Wonderland #1);�55.53;star-rating One
1760745216-429;Classics;https://books.toscrape.com/catalogue/emma_17/index.html;Emma;�32.93;star-rating Two
1760745216-432;Classics;https://books.toscrape.com/catalogue/the-little-prince_72/index.html;The Little Prince;�45.42;star-rating Two
1760745218-430;Classics;https://books.toscrape.com/catalogue/of-mice-and-men_37/index.html;Of Mice and Men;�47.11;star-rating Two
1760745218-433;Classics;https://books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html;The Story of Hong Gildong;�43.19;star-rating Four
1760745220-434;Classics;https://books.toscrape.com/catalogue/and-then-there-were-none_119/index.html;And Then There Were None;�35.01;star-rating Two
1760745221-431;Classics;https://books.toscrape.com/catalogue/sense-and-sensibility_49/index.html;Sense and Sensibility;�37.46;star-rating One
1760745222-435;Classics;https://books.toscrape.com/catalogue/beowulf_126/index.html;Beowulf;�38.35;star-rating Two
1760745223-432;Classics;https://books.toscrape.com/catalogue/the-little-prince_72/index.html;The Little Prince;�45.42;star-rating Two
1760745224-436;Classics;https://books.toscrape.com/catalogue/the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html;The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]);�26.78;star-rating Four
1760745225-433;Classics;https://books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html;The Story of Hong Gildong;�43.19;star-rating Four
1760745226-437;Classics;https://books.toscrape.com/catalogue/the-picture-of-dorian-gray_270/index.html;The Picture of Dorian Gray;�29.70;star-rating Two
1760745227-434;Classics;https://books.toscrape.com/catalogue/and-then-there-were-none_119/index.html;And Then There Were None;�35.01;star-rating Two
1760745229-435;Classics;https://books.toscrape.com/catalogue/beowulf_126/index.html;Beowulf;�38.35;star-rating Two
1760745229-438;Classics;https://books.toscrape.com/catalogue/wuthering-heights_307/index.html;Wuthering Heights;�17.73;star-rating Three
1760745231-436;Classics;https://books.toscrape.com/catalogue/the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html;The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]);�26.78;star-rating Four
1760745231-439;Classics;https://books.toscrape.com/catalogue/animal-farm_313/index.html;Animal Farm;�57.22;star-rating Three
1760745233-437;Classics;https://books.toscrape.com/catalogue/the-picture-of-dorian-gray_270/index.html;The Picture of Dorian Gray;�29.70;star-rating Two
1760745233-440;Classics;https://books.toscrape.com/catalogue/candide_316/index.html;Candide;�58.63;star-rating Three
1760745235-438;Classics;https://books.toscrape.com/catalogue/wuthering-heights_307/index.html;Wuthering Heights;�17.73;star-rating Three
1760745235-441;Classics;https://books.toscrape.com/catalogue/gone-with-the-wind_324/index.html;Gone with the Wind;�32.49;star-rating Three
1760745237-439;Classics;https://books.toscrape.com/catalogue/animal-farm_313/index.html;Animal Farm;�57.22;star-rating Three
1760745237-442;Classics;https://books.toscrape.com/catalogue/little-women-little-women-1_331/index.html;Little Women (Little Women #1);�28.07;star-rating Four
1760745239-440;Classics;https://books.toscrape.com/catalogue/candide_316/index.html;Candide;�58.63;star-rating Three
1760745239-443;Classics;https://books.toscrape.com/catalogue/the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html;The Hound of the Baskervilles (Sherlock Holmes #5);�14.82;star-rating Two
1760745241-441;Classics;https://books.toscrape.com/catalogue/gone-with-the-wind_324/index.html;Gone with the Wind;�32.49;star-rating Three
1760745242-444;Classics;https://books.toscrape.com/catalogue/the-pilgrims-progress_353/index.html;The Pilgrim's Progress;�50.26;star-rating Two
1760745243-442;Classics;https://books.toscrape.com/catalogue/little-women-little-women-1_331/index.html;Little Women (Little Women #1);�28.07;star-rating Four
1760745244-445;Classics;https://books.toscrape.com/catalogue/the-metamorphosis_409/index.html;The Metamorphosis;�28.58;star-rating One
1760745245-443;Classics;https://books.toscrape.com/catalogue/the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html;The Hound of the Baskervilles (Sherlock Holmes #5);�14.82;star-rating Two
1760745246-446;Classics;https://books.toscrape.com/catalogue/the-secret-garden_413/index.html;The Secret Garden;�15.08;star-rating Four
1760745247-444;Classics;https://books.toscrape.com/catalogue/the-pilgrims-progress_353/index.html;The Pilgrim's Progress;�50.26;star-rating Two
1760745249-445;Classics;https://books.toscrape.com/catalogue/the-metamorphosis_409/index.html;The Metamorphosis;�28.58;star-rating One
1760745250-447;Sequential Art;https://books.toscrape.com/catalogue/camp-midnight_886/index.html;Camp Midnight;�17.08;star-rating Four
1760745251-446;Classics;https://books.toscrape.com/catalogue/the-secret-garden_413/index.html;The Secret Garden;�15.08;star-rating Four
1760745252-448;Sequential Art;https://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html;Codename Baboushka, Volume 1: The Conclave of Death;�36.72;star-rating Four
1760745255-447;Sequential Art;https://books.toscrape.com/catalogue/camp-midnight_886/index.html;Camp Midnight;�17.08;star-rating Four
1760745255-449;Sequential Art;https://books.toscrape.com/catalogue/danganronpa-volume-1_889/index.html;Danganronpa Volume 1;�51.99;star-rating Four
1760745257-448;Sequential Art;https://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html;Codename Baboushka, Volume 1: The Conclave of Death;�36.72;star-rating Four
1760745257-450;Sequential Art;https://books.toscrape.com/catalogue/giant-days-vol-2-giant-days-5-8_895/index.html;Giant Days, Vol. 2 (Giant Days #5-8);�22.11;star-rating Two
1760745259-449;Sequential Art;https://books.toscrape.com/catalogue/danganronpa-volume-1_889/index.html;Danganronpa Volume 1;�51.99;star-rating Four
1760745259-451;Sequential Art;https://books.toscrape.com/catalogue/i-am-a-hero-omnibus-volume-1_898/index.html;I am a Hero Omnibus Volume 1;�54.63;star-rating Three
1760745261-450;Sequential Art;https://books.toscrape.com/catalogue/giant-days-vol-2-giant-days-5-8_895/index.html;Giant Days, Vol. 2 (Giant Days #5-8);�22.11;star-rating Two
1760745261-452;Sequential Art;https://books.toscrape.com/catalogue/i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html;I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5);�29.17;star-rating Two
1760745263-451;Sequential Art;https://books.toscrape.com/catalogue/i-am-a-hero-omnibus-volume-1_898/index.html;I am a Hero Omnibus Volume 1;�54.63;star-rating Three
1760745263-453;Sequential Art;https://books.toscrape.com/catalogue/lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html;Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12);�19.92;star-rating Two
1760745265-452;Sequential Art;https://books.toscrape.com/catalogue/i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html;I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5);�29.17;star-rating Two
1760745266-454;Sequential Art;https://books.toscrape.com/catalogue/lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html;Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4);�45.61;star-rating Three
1760745267-453;Sequential Art;https://books.toscrape.com/catalogue/lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html;Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12);�19.92;star-rating Two
1760745268-455;Sequential Art;https://books.toscrape.com/catalogue/lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html;Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8);�46.91;star-rating Two
1760745269-454;Sequential Art;https://books.toscrape.com/catalogue/lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html;Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4);�45.61;star-rating Three
1760745270-456;Sequential Art;https://books.toscrape.com/catalogue/orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html;orange: The Complete Collection 1 (orange: The Complete Collection #1);�48.41;star-rating One
1760745271-455;Sequential Art;https://books.toscrape.com/catalogue/lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html;Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8);�46.91;star-rating Two
1760745272-457;Sequential Art;https://books.toscrape.com/catalogue/outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html;Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1);�15.44;star-rating Four
1760745273-456;Sequential Art;https://books.toscrape.com/catalogue/orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html;orange: The Complete Collection 1 (orange: The Complete Collection #1);�48.41;star-rating One
1760745274-458;Sequential Art;https://books.toscrape.com/catalogue/patience_916/index.html;Patience;�10.16;star-rating Three
1760745276-457;Sequential Art;https://books.toscrape.com/catalogue/outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html;Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1);�15.44;star-rating Four
1760745276-459;Sequential Art;https://books.toscrape.com/catalogue/pop-gun-war-volume-1-gift_918/index.html;Pop Gun War, Volume 1: Gift;�18.97;star-rating One
1760745278-458;Sequential Art;https://books.toscrape.com/catalogue/patience_916/index.html;Patience;�10.16;star-rating Three
1760745279-460;Sequential Art;https://books.toscrape.com/catalogue/princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920/index.html;Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1);�13.61;star-rating Five
1760745280-459;Sequential Art;https://books.toscrape.com/catalogue/pop-gun-war-volume-1-gift_918/index.html;Pop Gun War, Volume 1: Gift;�18.97;star-rating One
1760745281-461;Sequential Art;https://books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html;Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15);�50.40;star-rating Three
1760745282-460;Sequential Art;https://books.toscrape.com/catalogue/princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920/index.html;Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1);�13.61;star-rating Five
1760745283-462;Sequential Art;https://books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html;Saga, Volume 5 (Saga (Collected Editions) #5);�51.04;star-rating Two
1760745284-461;Sequential Art;https://books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html;Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15);�50.40;star-rating Three
1760745285-463;Sequential Art;https://books.toscrape.com/catalogue/the-nameless-city-the-nameless-city-1_940/index.html;The Nameless City (The Nameless City #1);�38.16;star-rating Four
1760745286-462;Sequential Art;https://books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html;Saga, Volume 5 (Saga (Collected Editions) #5);�51.04;star-rating Two
1760745287-464;Sequential Art;https://books.toscrape.com/catalogue/this-one-summer_947/index.html;This One Summer;�19.49;star-rating Four
1760745288-463;Sequential Art;https://books.toscrape.com/catalogue/the-nameless-city-the-nameless-city-1_940/index.html;The Nameless City (The Nameless City #1);�38.16;star-rating Four
1760745289-465;Sequential Art;https://books.toscrape.com/catalogue/tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html;Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2);�16.28;star-rating One
1760745290-464;Sequential Art;https://books.toscrape.com/catalogue/this-one-summer_947/index.html;This One Summer;�19.49;star-rating Four
1760745292-465;Sequential Art;https://books.toscrape.com/catalogue/tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html;Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2);�16.28;star-rating One
1760745292-466;Sequential Art;https://books.toscrape.com/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html;Scott Pilgrim's Precious Little Life (Scott Pilgrim #1);�52.29;star-rating Five
1760745294-466;Sequential Art;https://books.toscrape.com/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html;Scott Pilgrim's Precious Little Life (Scott Pilgrim #1);�52.29;star-rating Five
1760745296-467;Historical Fiction;https://books.toscrape.com/catalogue/girl-in-the-blue-coat_160/index.html;Girl in the Blue Coat;�46.83;star-rating Two
1760745298-467;Historical Fiction;https://books.toscrape.com/catalogue/girl-in-the-blue-coat_160/index.html;Girl in the Blue Coat;�46.83;star-rating Two
1760745298-468;Historical Fiction;https://books.toscrape.com/catalogue/the-guernsey-literary-and-potato-peel-pie-society_253/index.html;The Guernsey Literary and Potato Peel Pie Society;�49.53;star-rating One
1760745300-468;Historical Fiction;https://books.toscrape.com/catalogue/the-guernsey-literary-and-potato-peel-pie-society_253/index.html;The Guernsey Literary and Potato Peel Pie Society;�49.53;star-rating One
1760745300-469;Historical Fiction;https://books.toscrape.com/catalogue/the-last-painting-of-sara-de-vos_259/index.html;The Last Painting of Sara de Vos;�55.55;star-rating Two
1760745302-469;Historical Fiction;https://books.toscrape.com/catalogue/the-last-painting-of-sara-de-vos_259/index.html;The Last Painting of Sara de Vos;�55.55;star-rating Two
1760745302-470;Historical Fiction;https://books.toscrape.com/catalogue/the-red-tent_273/index.html;The Red Tent;�35.66;star-rating Five
1760745304-470;Historical Fiction;https://books.toscrape.com/catalogue/the-red-tent_273/index.html;The Red Tent;�35.66;star-rating Five
1760745305-471;Historical Fiction;https://books.toscrape.com/catalogue/voyager-outlander-3_299/index.html;Voyager (Outlander #3);�21.07;star-rating Five
1760745306-471;Historical Fiction;https://books.toscrape.com/catalogue/voyager-outlander-3_299/index.html;Voyager (Outlander #3);�21.07;star-rating Five
1760745307-472;Historical Fiction;https://books.toscrape.com/catalogue/girl-with-a-pearl-earring_322/index.html;Girl With a Pearl Earring;�26.77;star-rating One
1760745308-472;Historical Fiction;https://books.toscrape.com/catalogue/girl-with-a-pearl-earring_322/index.html;Girl With a Pearl Earring;�26.77;star-rating One
1760745309-473;Historical Fiction;https://books.toscrape.com/catalogue/the-passion-of-dolssa_351/index.html;The Passion of Dolssa;�28.32;star-rating Five
1760745310-473;Historical Fiction;https://books.toscrape.com/catalogue/the-passion-of-dolssa_351/index.html;The Passion of Dolssa;�28.32;star-rating Five
1760745311-474;Historical Fiction;https://books.toscrape.com/catalogue/world-without-end-the-pillars-of-the-earth-2_420/index.html;World Without End (The Pillars of the Earth #2);�32.97;star-rating Four
1760745312-474;Historical Fiction;https://books.toscrape.com/catalogue/world-without-end-the-pillars-of-the-earth-2_420/index.html;World Without End (The Pillars of the Earth #2);�32.97;star-rating Four
1760745313-475;Historical Fiction;https://books.toscrape.com/catalogue/the-invention-of-wings_448/index.html;The Invention of Wings;�37.34;star-rating One
1760745314-475;Historical Fiction;https://books.toscrape.com/catalogue/the-invention-of-wings_448/index.html;The Invention of Wings;�37.34;star-rating One
1760745315-476;Historical Fiction;https://books.toscrape.com/catalogue/the-constant-princess-the-tudor-court-1_493/index.html;The Constant Princess (The Tudor Court #1);�16.62;star-rating Three
1760745316-476;Historical Fiction;https://books.toscrape.com/catalogue/the-constant-princess-the-tudor-court-1_493/index.html;The Constant Princess (The Tudor Court #1);�16.62;star-rating Three
1760745318-477;Historical Fiction;https://books.toscrape.com/catalogue/lilac-girls_597/index.html;Lilac Girls;�17.28;star-rating Two
1760745320-478;Historical Fiction;https://books.toscrape.com/catalogue/a-paris-apartment_612/index.html;A Paris Apartment;�39.01;star-rating Four
1760745322-479;Historical Fiction;https://books.toscrape.com/catalogue/love-lies-and-spies_622/index.html;Love, Lies and Spies;�20.55;star-rating Two
1760745324-480;Historical Fiction;https://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html;Glory over Everything: Beyond The Kitchen House;�45.84;star-rating Three
1760745326-481;Historical Fiction;https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html;The Marriage of Opposites;�28.08;star-rating Four
1760745328-482;Historical Fiction;https://books.toscrape.com/catalogue/mrs-houdini_821/index.html;Mrs. Houdini;�30.25;star-rating Five
1760745330-483;Historical Fiction;https://books.toscrape.com/catalogue/the-house-by-the-lake_846/index.html;The House by the Lake;�36.95;star-rating One
1760745333-484;Historical Fiction;https://books.toscrape.com/catalogue/a-flight-of-arrows-the-pathfinders-2_876/index.html;A Flight of Arrows (The Pathfinders #2);�55.53;star-rating Five
1760745335-485;Historical Fiction;https://books.toscrape.com/catalogue/forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html;Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton;�29.69;star-rating Three
1760745337-486;Historical Fiction;https://books.toscrape.com/catalogue/tipping-the-velvet_999/index.html;Tipping the Velvet;�53.74;star-rating One
1760745341-487;Mystery;https://books.toscrape.com/catalogue/delivering-the-truth-quaker-midwife-mystery-1_464/index.html;Delivering the Truth (Quaker Midwife Mystery #1);�20.89;star-rating Four
1760745343-488;Mystery;https://books.toscrape.com/catalogue/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html;The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1);�52.30;star-rating Five
1760745346-489;Mystery;https://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html;What Happened on Beale Street (Secrets of the South Mysteries #2);�25.37;star-rating Five
1760745348-490;Mystery;https://books.toscrape.com/catalogue/playing-with-fire_602/index.html;Playing with Fire;�13.71;star-rating Three
1760745350-491;Mystery;https://books.toscrape.com/catalogue/the-widow_609/index.html;The Widow;�27.26;star-rating Two
1760745352-492;Mystery;https://books.toscrape.com/catalogue/boar-island-anna-pigeon-19_613/index.html;Boar Island (Anna Pigeon #19);�59.48;star-rating Three
1760745354-493;Mystery;https://books.toscrape.com/catalogue/hide-away-eve-duncan-20_620/index.html;Hide Away (Eve Duncan #20);�11.84;star-rating One
1760745356-494;Mystery;https://books.toscrape.com/catalogue/most-wanted_623/index.html;Most Wanted;�35.28;star-rating Three
1760745359-495;Mystery;https://books.toscrape.com/catalogue/murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html;Murder at the 42nd Street Library (Raymond Ambler #1);�54.36;star-rating Four
1760745361-496;Mystery;https://books.toscrape.com/catalogue/poisonous-max-revere-novels-3_627/index.html;Poisonous (Max Revere Novels #3);�26.80;star-rating Three
1760745363-497;Mystery;https://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/index.html;A Study in Scarlet (Sherlock Holmes #1);�16.73;star-rating Two
1760745365-498;Mystery;https://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/index.html;A Time of Torment (Charlie Parker #14);�48.35;star-rating Five
1760745367-499;Mystery;https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html;Tastes Like Fear (DI Marnie Rome #3);�10.69;star-rating One
1760745369-500;Mystery;https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html;That Darkness (Gardiner and Renner #1);�13.92;star-rating One
1760745372-501;Mystery;https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html;The Last Mile (Amos Decker #2);�54.21;star-rating Two
1760745374-502;Mystery;https://books.toscrape.com/catalogue/the-murder-of-roger-ackroyd-hercule-poirot-4_852/index.html;The Murder of Roger Ackroyd (Hercule Poirot #4);�44.10;star-rating Four
1760745376-503;Mystery;https://books.toscrape.com/catalogue/a-murder-in-time_877/index.html;A Murder in Time;�16.64;star-rating One
1760745378-504;Mystery;https://books.toscrape.com/catalogue/the-past-never-ends_942/index.html;The Past Never Ends;�56.50;star-rating Four
1760745380-505;Mystery;https://books.toscrape.com/catalogue/in-a-dark-dark-wood_963/index.html;In a Dark, Dark Wood;�19.63;star-rating One
1760745382-506;Mystery;https://books.toscrape.com/catalogue/sharp-objects_997/index.html;Sharp Objects;�47.82;star-rating Four
1760745387-507;Travel;https://books.toscrape.com/catalogue/1000-places-to-see-before-you-die_1/index.html;1,000 Places to See Before You Die;�26.08;star-rating Five
1760745389-508;Travel;https://books.toscrape.com/catalogue/neither-here-nor-there-travels-in-europe_198/index.html;Neither Here nor There: Travels in Europe;�38.95;star-rating Three
1760745391-509;Travel;https://books.toscrape.com/catalogue/the-road-to-little-dribbling-adventures-of-an-american-in-britain-notes-from-a-small-island-2_277/index.html;The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2);�23.21;star-rating One
1760745393-510;Travel;https://books.toscrape.com/catalogue/a-year-in-provence-provence-1_421/index.html;A Year in Provence (Provence #1);�56.88;star-rating Four
1760745395-511;Travel;https://books.toscrape.com/catalogue/the-great-railway-bazaar_446/index.html;The Great Railway Bazaar;�30.54;star-rating One
1760745398-512;Travel;https://books.toscrape.com/catalogue/a-summer-in-europe_458/index.html;A Summer In Europe;�44.34;star-rating Two
1760745400-513;Travel;https://books.toscrape.com/catalogue/under-the-tuscan-sun_504/index.html;Under the Tuscan Sun;�37.33;star-rating Three
1760745402-514;Travel;https://books.toscrape.com/catalogue/vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html;Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel;�36.94;star-rating Two
1760745404-515;Travel;https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html;See America: A Celebration of Our National Parks & Treasured Sites;�48.87;star-rating Three
1760745406-516;Travel;https://books.toscrape.com/catalogue/full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811/index.html;Full Moon over Noah?s Ark: An Odyssey to Mount Ararat and Beyond;�49.43;star-rating Four
1760745408-517;Travel;https://books.toscrape.com/catalogue/its-only-the-himalayas_981/index.html;It's Only the Himalayas;�45.17;star-rating Two
